aclew_child_id,corp,group_corp,group_corpNE,language,child_sex,age_mo_round,segment,segment_dur,n_spkrs_clip,tds_min,ocds_min,cds_min,ads_min,tds_mph,ocds_mph,cds_mph,ads_mph,prop_tds,prop_ocds,prop_cds,prop_ads
1768,ROW,UK_English,UK_English,British English,M,21,2,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1768,ROW,UK_English,UK_English,British English,M,21,3,2,2,0.359,0.016,0.375,0.177,10.77,0.48,11.25,5.31,0.394072447859495,0.01756311745334797,0.411635565312843,0.19429198682766188
1768,ROW,UK_English,UK_English,British English,M,21,4,2,2,0.132,0,0.132,0.09,3.96,0,3.96,2.6999999999999997,0.37288135593220345,0,0.37288135593220345,0.2542372881355932
1768,ROW,UK_English,UK_English,British English,M,21,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1768,ROW,UK_English,UK_English,British English,M,21,6,2,4,0.02,0,0.02,0.085,0.6,0,0.6,2.5500000000000003,0.16,0,0.16,0.68
1768,ROW,UK_English,UK_English,British English,M,21,7,2,1,0.942,0,0.942,0,28.26,0,28.26,0,0.5,0,0.5,0
1768,ROW,UK_English,UK_English,British English,M,21,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1768,ROW,UK_English,UK_English,British English,M,21,9,2,2,0.018,0,0.018,0.203,0.5399999999999999,0,0.5399999999999999,6.090000000000001,0.07531380753138076,0,0.07531380753138076,0.8493723849372385
1844,BER,"NA_English","NA_English",English,F,10,1,2,1,0.635,0,0.635,0.033,19.05,0,19.05,0.99,0.4873369148119724,0,0.4873369148119724,0.02532617037605526
1844,BER,"NA_English","NA_English",English,F,10,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1844,BER,"NA_English","NA_English",English,F,10,11,2,2,0.237,0,0.237,0.161,7.109999999999999,0,7.109999999999999,4.83,0.3732283464566929,0,0.3732283464566929,0.25354330708661416
1844,BER,"NA_English","NA_English",English,F,10,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1844,BER,"NA_English","NA_English",English,F,10,13,2,2,0.241,0,0.241,0.421,7.23,0,7.23,12.63,0.26688815060908083,0,0.26688815060908083,0.46622369878183834
1844,BER,"NA_English","NA_English",English,F,10,14,2,2,0.509,0,0.509,0.194,15.27,0,15.27,5.82,0.4199669966996699,0,0.4199669966996699,0.16006600660066003
1844,BER,"NA_English","NA_English",English,F,10,15,2,1,0.237,0,0.237,0,7.109999999999999,0,7.109999999999999,0,0.5,0,0.5,0
1844,BER,"NA_English","NA_English",English,F,10,2,2,2,0.127,0,0.127,0.234,3.81,0,3.81,7.0200000000000005,0.26024590163934425,0,0.26024590163934425,0.4795081967213115
1844,BER,"NA_English","NA_English",English,F,10,3,2,2,0.145,0,0.145,0,4.35,0,4.35,0,0.5,0,0.5,0
1844,BER,"NA_English","NA_English",English,F,10,4,2,2,0.41,0,0.41,0.258,12.3,0,12.3,7.74,0.3803339517625232,0,0.3803339517625232,0.23933209647495363
1844,BER,"NA_English","NA_English",English,F,10,5,2,4,0.528,0,0.528,0.739,15.84,0,15.84,22.17,0.29415041782729806,0,0.29415041782729806,0.41169916434540393
1844,BER,"NA_English","NA_English",English,F,10,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
1844,BER,"NA_English","NA_English",English,F,10,7,2,3,0.347,0,0.347,0.472,10.41,0,10.41,14.16,0.29759862778730706,0,0.29759862778730706,0.40480274442538594
1844,BER,"NA_English","NA_English",English,F,10,8,2,3,0,0,0,0.391,0,0,0,11.73,0,0,0,1
1844,BER,"NA_English","NA_English",English,F,10,9,2,2,0.168,0,0.168,0.528,5.04,0,5.04,15.84,0.19444444444444445,0,0.19444444444444445,0.611111111111111
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-1,5,1,0.326,0,0.326,0,3.912,0,3.912,0,0.5,0,0.5,0
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-2,5,1,0.939,0,0.939,0,11.268,0,11.268,0,0.5,0,0.5,0
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-3,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-4,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-5,5,2,0.127,0,0.127,1.38,1.524,0,1.524,16.56,0.0777233782129743,0,0.0777233782129743,0.8445532435740514
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-6,5,1,0.016,0,0.016,0,0.192,0,0.192,0,0.5,0,0.5,0
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-7,5,1,0.789,0,0.789,0,9.468,0,9.468,0,0.5,0,0.5,0
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-8,5,1,0.341,0,0.341,0,4.0920000000000005,0,4.0920000000000005,0,0.5,0,0.5,0
2109,CAS,Tseltal,Tseltal,Tseltal,F,7,random-9,5,2,0.39,0,0.39,0.706,4.68,0,4.68,8.472,0.2624495289367429,0,0.2624495289367429,0.4751009421265141
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,1,2,1,0,0,0,0.822,0,0,0,24.66,0,0,0,1
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,10,2,2,0.244,0,0.244,0,7.32,0,7.32,0,0.5,0,0.5,0
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,11,2,2,0.083,0,0.083,0.017,2.49,0,2.49,0.51,0.45355191256830607,0,0.45355191256830607,0.09289617486338798
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,12,2,3,0.39,0,0.39,1.18,11.7,0,11.7,35.4,0.1989795918367347,0,0.1989795918367347,0.6020408163265306
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,13,2,2,0.248,0,0.248,0.141,7.44,0,7.44,4.2299999999999995,0.3893249607535322,0,0.3893249607535322,0.2213500784929356
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,14,2,2,0.355,0,0.355,0.135,10.65,0,10.65,4.050000000000001,0.42011834319526625,0,0.42011834319526625,0.15976331360946747
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,15,2,5,0.05,0,0.05,1.762,1.5,0,1.5,52.86,0.02685284640171858,0,0.02685284640171858,0.9462943071965628
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,2,2,2,0.144,0,0.144,0.446,4.319999999999999,0,4.319999999999999,13.38,0.19618528610354224,0,0.19618528610354224,0.6076294277929155
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,3,2,1,0.078,0,0.078,0,2.34,0,2.34,0,0.5,0,0.5,0
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,4,2,2,0.263,0,0.263,0.129,7.890000000000001,0,7.890000000000001,3.87,0.4015267175572519,0,0.4015267175572519,0.19694656488549617
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,5,2,2,0.168,0,0.168,0.058,5.04,0,5.04,1.74,0.4263959390862944,0,0.4263959390862944,0.14720812182741116
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,6,2,2,0.038,0,0.038,0,1.14,0,1.14,0,0.5,0,0.5,0
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,7,2,2,0.353,0,0.353,0.121,10.59,0,10.59,3.63,0.4268440145102781,0,0.4268440145102781,0.1463119709794438
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,8,2,3,0.142,0,0.142,0.021,4.26,0,4.26,0.63,0.4655737704918033,0,0.4655737704918033,0.06885245901639346
2534,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,9,9,2,1,0.226,0,0.226,0,6.78,0,6.78,0,0.5,0,0.5,0
2535,WAR,"NA_English","NA_English",English,M,3,1,2,2,0.78,0,0.78,0.583,23.4,0,23.4,17.49,0.3639757349510033,0,0.3639757349510033,0.27204853009799346
2535,WAR,"NA_English","NA_English",English,M,3,10,2,1,0.126,0,0.126,0.185,3.78,0,3.78,5.55,0.28832951945080093,0,0.28832951945080093,0.42334096109839814
2535,WAR,"NA_English","NA_English",English,M,3,11,2,2,0,0,0,1.044,0,0,0,31.32,0,0,0,1
2535,WAR,"NA_English","NA_English",English,M,3,12,2,1,0.113,0,0.113,0.021,3.39,0,3.39,0.63,0.45748987854251016,0,0.45748987854251016,0.08502024291497977
2535,WAR,"NA_English","NA_English",English,M,3,13,2,1,1.202,0,1.202,0,36.06,0,36.06,0,0.5,0,0.5,0
2535,WAR,"NA_English","NA_English",English,M,3,14,2,2,0,0,0,1.571,0,0,0,47.129999999999995,0,0,0,1
2535,WAR,"NA_English","NA_English",English,M,3,15,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2535,WAR,"NA_English","NA_English",English,M,3,2,2,2,0.297,0,0.297,0.272,8.91,0,8.91,8.16,0.3429561200923788,0,0.3429561200923788,0.31408775981524256
2535,WAR,"NA_English","NA_English",English,M,3,3,2,2,0.082,0,0.082,0.031,2.46,0,2.46,0.93,0.4205128205128205,0,0.4205128205128205,0.15897435897435896
2535,WAR,"NA_English","NA_English",English,M,3,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2535,WAR,"NA_English","NA_English",English,M,3,5,2,2,0.056,0,0.056,1.59,1.68,0,1.68,47.7,0.03290246768507637,0,0.03290246768507637,0.9341950646298472
2535,WAR,"NA_English","NA_English",English,M,3,6,2,2,0.035,0,0.035,1.488,1.05,0,1.05,44.64,0.02246469833119384,0,0.02246469833119384,0.9550706033376124
2535,WAR,"NA_English","NA_English",English,M,3,7,2,2,0,0,0,1.208,0,0,0,36.24,0,0,0,1
2535,WAR,"NA_English","NA_English",English,M,3,8,2,2,0,0,0,0.999,0,0,0,29.97,0,0,0,1
2535,WAR,"NA_English","NA_English",English,M,3,9,2,2,0.107,0,0.107,0.67,3.21,0,3.21,20.1,0.12104072398190044,0,0.12104072398190044,0.7579185520361992
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-1,5,1,0.071,0.012,0.083,0,0.852,0.14400000000000002,0.996,0,0.461038961038961,0.07792207792207792,0.538961038961039,0
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-2,5,2,1.236,0.18,1.417,0.126,14.832,2.1599999999999997,17.003999999999998,1.512,0.4447643037063692,0.06477150053976251,0.5098956459157971,0.04534005037783376
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-3,5,2,0.408,0.071,0.478,0.249,4.896,0.852,5.736,2.988,0.35947136563876647,0.06255506607929515,0.4211453744493392,0.21938325991189428
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-4,5,7,0.511,0.12,0.63,0.169,6.132,1.44,7.56,2.028,0.3900763358778626,0.09160305343511448,0.4809160305343511,0.12900763358778627
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-5,5,4,0.351,0.06,0.411,0.473,4.212,0.72,4.9319999999999995,5.675999999999999,0.28421052631578947,0.048582995951417,0.3327935222672065,0.382995951417004
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-6,5,3,0.122,0.074,0.196,0.158,1.464,0.8879999999999999,2.352,1.896,0.25630252100840334,0.15546218487394955,0.4117647058823529,0.3319327731092437
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-7,5,3,0,1.051,1.051,0.411,0,12.612,12.612,4.9319999999999995,0,0.7188782489740082,0.7188782489740082,0.2811217510259918
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-8,5,3,0.281,1.4,1.681,0.934,3.3720000000000003,16.799999999999997,20.172,11.208000000000002,0.0970303867403315,0.48342541436464087,0.5804558011049724,0.32251381215469616
2625,CAS,Tseltal,Tseltal,Tseltal,F,32,random-9,5,3,0,0.602,0.602,0.233,0,7.223999999999999,7.223999999999999,2.7960000000000003,0,0.7209580838323353,0.7209580838323353,0.2790419161676647
2745,ROW,UK_English,UK_English,British English,M,18,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2745,ROW,UK_English,UK_English,British English,M,18,10,2,2,0.03,0,0.03,0.57,0.8999999999999999,0,0.8999999999999999,17.099999999999998,0.04761904761904761,0,0.04761904761904761,0.9047619047619048
2745,ROW,UK_English,UK_English,British English,M,18,11,2,1,0.467,0,0.467,0,14.010000000000002,0,14.010000000000002,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,12,2,1,0.073,0,0.073,0,2.19,0,2.19,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,13,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2745,ROW,UK_English,UK_English,British English,M,18,14,2,1,0.244,0,0.244,0,7.32,0,7.32,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,15,2,1,0.031,0,0.031,0,0.93,0,0.93,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,2,2,1,0.019,0,0.019,0,0.57,0,0.57,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,3,2,1,0.116,0,0.116,0,3.48,0,3.48,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,4,2,1,0.275,0,0.275,0,8.25,0,8.25,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2745,ROW,UK_English,UK_English,British English,M,18,6,2,1,0.168,0,0.168,0,5.04,0,5.04,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,7,2,1,0.041,0,0.041,0,1.23,0,1.23,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,8,2,1,0.047,0,0.047,0,1.41,0,1.41,0,0.5,0,0.5,0
2745,ROW,UK_English,UK_English,British English,M,18,9,2,1,0.093,0,0.093,0,2.79,0,2.79,0,0.5,0,0.5,0
2927,BER,"NA_English","NA_English",English,F,13,1,2,2,0.619,0.174,0.793,0.412,18.57,5.22,23.790000000000003,12.36,0.33936403508771934,0.09539473684210528,0.4347587719298246,0.22587719298245615
2927,BER,"NA_English","NA_English",English,F,13,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2927,BER,"NA_English","NA_English",English,F,13,11,2,3,0.164,0.803,0.967,0.344,4.92,24.09,29.01,10.32,0.1111864406779661,0.5444067796610169,0.655593220338983,0.2332203389830508
2927,BER,"NA_English","NA_English",English,F,13,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2927,BER,"NA_English","NA_English",English,F,13,13,2,2,0.353,0.133,0.486,0,10.59,3.99,14.58,0,0.42073897497020263,0.15852205005959477,0.5792610250297974,0
2927,BER,"NA_English","NA_English",English,F,13,14,2,2,0,0.309,0.309,0.095,0,9.27,9.27,2.85,0,0.7648514851485148,0.7648514851485148,0.2351485148514851
2927,BER,"NA_English","NA_English",English,F,13,15,2,2,0.018,0.529,0.547,0.295,0.5399999999999999,15.87,16.41,8.85,0.02093023255813953,0.6151162790697674,0.6360465116279069,0.34302325581395343
2927,BER,"NA_English","NA_English",English,F,13,2,2,3,0.087,0.172,0.258,1.147,2.61,5.159999999999999,7.74,34.410000000000004,0.05831099195710455,0.11528150134048255,0.17292225201072386,0.7687667560321716
2927,BER,"NA_English","NA_English",English,F,13,3,2,3,0.008,0.408,0.416,1.069,0.24,12.239999999999998,12.48,32.07,0.00535833891493637,0.2732752846617549,0.27863362357669125,0.7160080375083724
2927,BER,"NA_English","NA_English",English,F,13,4,2,1,0.19,0.059,0.249,0,5.7,1.77,7.47,0,0.4328018223234624,0.13439635535307518,0.5671981776765376,0
2927,BER,"NA_English","NA_English",English,F,13,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2927,BER,"NA_English","NA_English",English,F,13,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
2927,BER,"NA_English","NA_English",English,F,13,7,2,4,0,0.08,0.08,0.182,0,2.4,2.4,5.46,0,0.3053435114503817,0.3053435114503817,0.6946564885496183
2927,BER,"NA_English","NA_English",English,F,13,8,2,3,0.134,0.024,0.158,1.145,4.0200000000000005,0.72,4.74,34.35,0.093249826026444,0.01670146137787056,0.10995128740431456,0.7967988865692416
2927,BER,"NA_English","NA_English",English,F,13,9,2,3,0.435,0.401,0.836,0.321,13.05,12.03,25.08,9.63,0.27324120603015073,0.2518844221105528,0.5251256281407035,0.20163316582914573
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-1,2.5,8,0.102,0.224,0.326,0.908,2.448,5.376,7.824000000000001,21.792,0.07634730538922155,0.16766467065868262,0.2440119760479042,0.6796407185628742
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-2,2.5,8,0.29,0,0.29,2.366,6.959999999999999,0,6.959999999999999,56.784,0.098438560760353,0,0.098438560760353,0.803122878479294
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-3,2.5,9,0.118,0.365,0.483,1.241,2.832,8.76,11.592,29.784,0.06406080347448426,0.19815418023887077,0.26221498371335505,0.6737242128121608
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-4,2.5,13,0.039,0.341,0.381,2.704,0.936,8.184000000000001,9.144,64.896,0.01248399487836107,0.10915492957746478,0.12195902688860431,0.8655569782330345
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-5,2.5,13,0,0.484,0.484,2.201,0,11.616,11.616,52.824000000000005,0,0.18026070763500932,0.18026070763500932,0.8197392923649907
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-6,2.5,3,0,0,0,0.066,0,0,0,1.584,0,0,0,1
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-7,2.5,7,0.303,0.157,0.46,0.511,7.272,3.768,11.04,12.264,0.2378335949764521,0.12323390894819466,0.3610675039246468,0.4010989010989011
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-8,2.5,8,0,0.495,0.495,2.79,0,11.88,11.88,66.96000000000001,0,0.1506849315068493,0.1506849315068493,0.8493150684931506
2977,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,13,random-9,2.5,15,0.643,0.553,1.196,1.667,15.432,13.272,28.704,40.008,0.1833998859098688,0.15772960638904734,0.3411294922989161,0.475470621791215
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-1,5,4,0.527,0.627,1.154,0.112,6.324000000000001,7.524000000000001,13.848,1.344,0.29392080312325713,0.34969325153374237,0.6436140546569994,0.06246514221974345
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-2,5,1,0.206,0,0.206,0,2.472,0,2.472,0,0.5,0,0.5,0
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-3,5,3,0.224,0.133,0.357,0.129,2.688,1.596,4.284,1.548,0.3154929577464789,0.18732394366197183,0.5028169014084507,0.18169014084507043
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-4,5,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-5,5,2,0.019,0,0.019,0,0.228,0,0.228,0,0.5,0,0.5,0
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-6,5,1,0.028,0,0.028,0,0.336,0,0.336,0,0.5,0,0.5,0
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-7,5,4,0.344,0.575,0.918,1.378,4.128,6.8999999999999995,11.016,16.535999999999998,0.13030303030303028,0.21780303030303028,0.3477272727272727,0.5219696969696969
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-8,5,4,0.457,1.244,1.701,0.63,5.484000000000001,14.928,20.412,7.56,0.1639167862266858,0.4461979913916786,0.6101147776183644,0.22596843615494977
3026,CAS,Tseltal,Tseltal,Tseltal,M,36,random-9,5,4,0.084,1.851,1.935,0.723,1.0080000000000002,22.212,23.22,8.676,0.03063457330415755,0.675054704595186,0.7056892778993435,0.2636761487964989
3090,WAR,"NA_English","NA_English",English Spanish,F,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,13,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,14,2,2,0,0,0,0.611,0,0,0,18.33,0,0,0,1
3090,WAR,"NA_English","NA_English",English Spanish,F,3,15,2,2,0,0.079,0.079,0.692,0,2.37,2.37,20.76,0,0.10246433203631648,0.10246433203631648,0.8975356679636836
3090,WAR,"NA_English","NA_English",English Spanish,F,3,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,3,2,2,0,0.151,0.151,0.589,0,4.53,4.53,17.669999999999998,0,0.20405405405405405,0.20405405405405405,0.7959459459459459
3090,WAR,"NA_English","NA_English",English Spanish,F,3,4,2,2,0,0.127,0.127,0.719,0,3.81,3.81,21.57,0,0.1501182033096927,0.1501182033096927,0.8498817966903073
3090,WAR,"NA_English","NA_English",English Spanish,F,3,5,2,2,0.612,0.016,0.628,0.073,18.36,0.48,18.84,2.19,0.4661081492764661,0.01218583396801218,0.4782939832444783,0.05559786747905559
3090,WAR,"NA_English","NA_English",English Spanish,F,3,6,2,1,0.097,0,0.097,0.004,2.91,0,2.91,0.12,0.4898989898989899,0,0.4898989898989899,0.0202020202020202
3090,WAR,"NA_English","NA_English",English Spanish,F,3,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3090,WAR,"NA_English","NA_English",English Spanish,F,3,9,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,1,2,1,0.013,0,0.013,0,0.39,0,0.39,0,0.5,0,0.5,0
3486,ROW,UK_English,UK_English,British English,M,31,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,13,2,3,0.206,0.076,0.282,0.103,6.18,2.28,8.459999999999999,3.09,0.3485617597292724,0.12859560067681897,0.47715736040609136,0.1742808798646362
3486,ROW,UK_English,UK_English,British English,M,31,14,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,15,2,2,0,0,0,0.141,0,0,0,4.2299999999999995,0,0,0,1
3486,ROW,UK_English,UK_English,British English,M,31,2,2,3,0.062,0.01,0.072,0,1.86,0.3,2.1599999999999997,0,0.46268656716417905,0.07462686567164178,0.5373134328358208,0
3486,ROW,UK_English,UK_English,British English,M,31,3,2,2,0.322,0.026,0.347,0.057,9.66,0.7799999999999999,10.41,1.71,0.4435261707988981,0.03581267217630854,0.47796143250688705,0.07851239669421488
3486,ROW,UK_English,UK_English,British English,M,31,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,7,2,1,0.008,0,0.008,0,0.24,0,0.24,0,0.5,0,0.5,0
3486,ROW,UK_English,UK_English,British English,M,31,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3486,ROW,UK_English,UK_English,British English,M,31,9,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,1,2,3,0.713,0.021,0.734,0.057,21.39,0.63,22.02,1.71,0.4740691489361702,0.01396276595744681,0.488031914893617,0.03789893617021277
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,10,2,3,0,0,0,0.382,0,0,0,11.46,0,0,0,1
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,11,2,3,0,0,0,1.032,0,0,0,30.96,0,0,0,1
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,12,2,3,0.221,0.262,0.483,0.59,6.63,7.86,14.49,17.7,0.17078825347758886,0.20247295208655333,0.37326120556414216,0.45595054095826887
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,13,2,3,2.051,0.206,2.257,0.183,61.53,6.18,67.71000000000001,5.49,0.4566911600979738,0.04586951681140058,0.5025606769093743,0.04074816299265197
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,14,2,3,0,0,0,0.968,0,0,0,29.04,0,0,0,1
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,15,2,3,0,0.038,0.038,0.024,0,1.14,1.14,0.72,0,0.6129032258064516,0.6129032258064516,0.3870967741935484
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,2,2,2,0,0.02,0.02,0.051,0,0.6,0.6,1.5299999999999998,0,0.28169014084507044,0.28169014084507044,0.7183098591549296
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,3,2,4,0,0,0,0.281,0,0,0,8.430000000000001,0,0,0,1
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,4,2,1,0.394,0,0.394,0,11.82,0,11.82,0,0.5,0,0.5,0
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,5,2,2,0.853,0.059,0.912,0.085,25.59,1.77,27.36,2.5500000000000003,0.46108108108108103,0.03189189189189188,0.492972972972973,0.04594594594594595
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,6,2,2,0,0,0,0.117,0,0,0,3.51,0,0,0,1
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,7,2,3,0,0.384,0.384,1.005,0,11.52,11.52,30.15,0,0.2764578833693305,0.2764578833693305,0.7235421166306696
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,8,2,3,0,0.1,0.1,0.475,0,3,3,14.25,0,0.1739130434782609,0.1739130434782609,0.8260869565217391
3510,ROS,Arg_Spanish,Arg_Spanish,Spanish,M,14,9,2,3,0,0.168,0.168,0.159,0,5.04,5.04,4.7700000000000005,0,0.5137614678899083,0.5137614678899083,0.4862385321100917
3528,WAR,"NA_English","NA_English",English,F,6,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,13,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,14,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
