aclew_child_id,group_corp,group_corpNE,corp,segment,age_mo_round,tchiyr.m,tchiyr.sd,n_spkrs_clip.st,SpkrType,tds_mph.st,cds_mph.st,ads_mph.st
2534,Arg_Spanish,Arg_Spanish,ROS,11,9,13.928571428571429,8.62473932153252,1,Woman,1.77,1.77,0.51
2534,Arg_Spanish,Arg_Spanish,ROS,12,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,12,9,13.928571428571429,8.62473932153252,1,Man,1.23,1.23,1.86
2534,Arg_Spanish,Arg_Spanish,ROS,12,9,13.928571428571429,8.62473932153252,2,Woman,10.47,10.47,33.540000000000006
2534,Arg_Spanish,Arg_Spanish,ROS,13,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,13,9,13.928571428571429,8.62473932153252,1,Man,4.56,4.56,1.23
2534,Arg_Spanish,Arg_Spanish,ROS,13,9,13.928571428571429,8.62473932153252,1,Woman,2.88,2.88,2.97
2534,Arg_Spanish,Arg_Spanish,ROS,14,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,14,9,13.928571428571429,8.62473932153252,1,Man,2.22,2.22,1.98
2534,Arg_Spanish,Arg_Spanish,ROS,14,9,13.928571428571429,8.62473932153252,1,Woman,8.4,8.4,2.0700000000000003
2534,Arg_Spanish,Arg_Spanish,ROS,15,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,15,9,13.928571428571429,8.62473932153252,3,Man,1.5,1.5,27.450000000000003
2534,Arg_Spanish,Arg_Spanish,ROS,15,9,13.928571428571429,8.62473932153252,2,Woman,0,0,25.41
2534,Arg_Spanish,Arg_Spanish,ROS,2,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,2,9,13.928571428571429,8.62473932153252,1,Man,2.91,2.91,1.86
2534,Arg_Spanish,Arg_Spanish,ROS,2,9,13.928571428571429,8.62473932153252,1,Woman,1.41,1.41,11.52
2534,Arg_Spanish,Arg_Spanish,ROS,3,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,3,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,3,9,13.928571428571429,8.62473932153252,1,Woman,2.34,2.34,0
2534,Arg_Spanish,Arg_Spanish,ROS,4,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,4,9,13.928571428571429,8.62473932153252,1,Man,7.890000000000001,7.890000000000001,0.93
2534,Arg_Spanish,Arg_Spanish,ROS,4,9,13.928571428571429,8.62473932153252,1,Woman,0,0,2.94
2534,Arg_Spanish,Arg_Spanish,ROS,5,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,5,9,13.928571428571429,8.62473932153252,1,Man,5.04,5.04,0.6599999999999999
2534,Arg_Spanish,Arg_Spanish,ROS,5,9,13.928571428571429,8.62473932153252,1,Woman,0,0,1.0799999999999998
2534,Arg_Spanish,Arg_Spanish,ROS,6,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,6,9,13.928571428571429,8.62473932153252,1,Man,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,6,9,13.928571428571429,8.62473932153252,1,Woman,1.14,1.14,0
2534,Arg_Spanish,Arg_Spanish,ROS,7,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,7,9,13.928571428571429,8.62473932153252,1,Man,3.42,3.42,1.02
2534,Arg_Spanish,Arg_Spanish,ROS,7,9,13.928571428571429,8.62473932153252,1,Woman,7.17,7.17,2.61
2534,Arg_Spanish,Arg_Spanish,ROS,8,9,13.928571428571429,8.62473932153252,1,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,8,9,13.928571428571429,8.62473932153252,1,Man,0.99,0.99,0
2534,Arg_Spanish,Arg_Spanish,ROS,8,9,13.928571428571429,8.62473932153252,1,Woman,3.27,3.27,0.63
2534,Arg_Spanish,Arg_Spanish,ROS,9,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,9,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
2534,Arg_Spanish,Arg_Spanish,ROS,9,9,13.928571428571429,8.62473932153252,1,Woman,6.78,6.78,0
2535,NA_English,NA_English,WAR,1,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,1,3,13.928571428571429,8.62473932153252,1,Man,0,0,14.58
2535,NA_English,NA_English,WAR,1,3,13.928571428571429,8.62473932153252,1,Woman,23.4,23.4,2.91
2535,NA_English,NA_English,WAR,10,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,10,3,13.928571428571429,8.62473932153252,1,Man,3.78,3.78,5.55
2535,NA_English,NA_English,WAR,10,3,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2535,NA_English,NA_English,WAR,11,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,11,3,13.928571428571429,8.62473932153252,1,Man,0,0,29.16
2535,NA_English,NA_English,WAR,11,3,13.928571428571429,8.62473932153252,1,Woman,0,0,2.1599999999999997
2535,NA_English,NA_English,WAR,12,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,12,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,12,3,13.928571428571429,8.62473932153252,1,Woman,3.39,3.39,0.63
2535,NA_English,NA_English,WAR,13,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,13,3,13.928571428571429,8.62473932153252,1,Man,36.06,36.06,0
2535,NA_English,NA_English,WAR,13,3,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2535,NA_English,NA_English,WAR,14,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,14,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,14,3,13.928571428571429,8.62473932153252,2,Woman,0,0,47.129999999999995
2535,NA_English,NA_English,WAR,15,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,15,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,15,3,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2535,NA_English,NA_English,WAR,2,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,2,3,13.928571428571429,8.62473932153252,1,Man,1.17,1.17,2.37
2535,NA_English,NA_English,WAR,2,3,13.928571428571429,8.62473932153252,1,Woman,7.71,7.71,5.79
2535,NA_English,NA_English,WAR,3,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,3,3,13.928571428571429,8.62473932153252,1,Man,0,0,0.18
2535,NA_English,NA_English,WAR,3,3,13.928571428571429,8.62473932153252,1,Woman,2.46,2.46,0.75
2535,NA_English,NA_English,WAR,4,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,4,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,4,3,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2535,NA_English,NA_English,WAR,5,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,5,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,5,3,13.928571428571429,8.62473932153252,2,Woman,1.68,1.68,47.7
2535,NA_English,NA_English,WAR,6,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,6,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,6,3,13.928571428571429,8.62473932153252,2,Woman,1.05,1.05,44.64
2535,NA_English,NA_English,WAR,7,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,7,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,7,3,13.928571428571429,8.62473932153252,2,Woman,0,0,36.24
2535,NA_English,NA_English,WAR,8,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,8,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
2535,NA_English,NA_English,WAR,8,3,13.928571428571429,8.62473932153252,2,Woman,0,0,29.97
2535,NA_English,NA_English,WAR,9,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
2535,NA_English,NA_English,WAR,9,3,13.928571428571429,8.62473932153252,1,Man,3.21,3.21,0
2535,NA_English,NA_English,WAR,9,3,13.928571428571429,8.62473932153252,1,Woman,0,0,20.1
2625,Tseltal,Tseltal,CAS,random-1,32,13.928571428571429,8.62473932153252,0,Child,0,0,0
2625,Tseltal,Tseltal,CAS,random-1,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-1,32,13.928571428571429,8.62473932153252,1,Woman,0.852,0.996,0
2625,Tseltal,Tseltal,CAS,random-2,32,13.928571428571429,8.62473932153252,1,Child,14.316,14.844,0.768
2625,Tseltal,Tseltal,CAS,random-2,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-2,32,13.928571428571429,8.62473932153252,1,Woman,0.516,2.1599999999999997,0.744
2625,Tseltal,Tseltal,CAS,random-3,32,13.928571428571429,8.62473932153252,1,Child,0,0,2.988
2625,Tseltal,Tseltal,CAS,random-3,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-3,32,13.928571428571429,8.62473932153252,1,Woman,4.896,5.736,0
2625,Tseltal,Tseltal,CAS,random-4,32,13.928571428571429,8.62473932153252,3,Child,0.204,1.644,0.26399999999999996
2625,Tseltal,Tseltal,CAS,random-4,32,13.928571428571429,8.62473932153252,1,Man,1.86,1.86,0
2625,Tseltal,Tseltal,CAS,random-4,32,13.928571428571429,8.62473932153252,3,Woman,4.068,4.068,1.7759999999999998
2625,Tseltal,Tseltal,CAS,random-5,32,13.928571428571429,8.62473932153252,2,Child,0,0,0.912
2625,Tseltal,Tseltal,CAS,random-5,32,13.928571428571429,8.62473932153252,1,Man,2.556,3.276,2.868
2625,Tseltal,Tseltal,CAS,random-5,32,13.928571428571429,8.62473932153252,1,Woman,1.656,1.656,1.908
2625,Tseltal,Tseltal,CAS,random-6,32,13.928571428571429,8.62473932153252,2,Child,0.28800000000000003,0.28800000000000003,1.896
2625,Tseltal,Tseltal,CAS,random-6,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-6,32,13.928571428571429,8.62473932153252,1,Woman,1.1880000000000002,2.076,0
2625,Tseltal,Tseltal,CAS,random-7,32,13.928571428571429,8.62473932153252,2,Child,0,6.827999999999999,4.9319999999999995
2625,Tseltal,Tseltal,CAS,random-7,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-7,32,13.928571428571429,8.62473932153252,1,Woman,0,5.784,0
2625,Tseltal,Tseltal,CAS,random-8,32,13.928571428571429,8.62473932153252,2,Child,3.3720000000000003,3.3720000000000003,11.208000000000002
2625,Tseltal,Tseltal,CAS,random-8,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-8,32,13.928571428571429,8.62473932153252,1,Woman,0,16.799999999999997,0
2625,Tseltal,Tseltal,CAS,random-9,32,13.928571428571429,8.62473932153252,2,Child,0,0.552,2.7960000000000003
2625,Tseltal,Tseltal,CAS,random-9,32,13.928571428571429,8.62473932153252,0,Man,0,0,0
2625,Tseltal,Tseltal,CAS,random-9,32,13.928571428571429,8.62473932153252,1,Woman,0,6.672000000000001,0
2745,UK_English,UK_English,ROW,1,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,1,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,1,18,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2745,UK_English,UK_English,ROW,10,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,10,18,13.928571428571429,8.62473932153252,1,Man,0.8999999999999999,0.8999999999999999,14.13
2745,UK_English,UK_English,ROW,10,18,13.928571428571429,8.62473932153252,1,Woman,0,0,3
2745,UK_English,UK_English,ROW,11,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,11,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,11,18,13.928571428571429,8.62473932153252,1,Woman,14.010000000000002,14.010000000000002,0
2745,UK_English,UK_English,ROW,12,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,12,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,12,18,13.928571428571429,8.62473932153252,1,Woman,2.19,2.19,0
2745,UK_English,UK_English,ROW,13,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,13,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,13,18,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2745,UK_English,UK_English,ROW,14,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,14,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,14,18,13.928571428571429,8.62473932153252,1,Woman,7.32,7.32,0
2745,UK_English,UK_English,ROW,15,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,15,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,15,18,13.928571428571429,8.62473932153252,1,Woman,0.93,0.93,0
2745,UK_English,UK_English,ROW,2,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,2,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,2,18,13.928571428571429,8.62473932153252,1,Woman,0.57,0.57,0
2745,UK_English,UK_English,ROW,3,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,3,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,3,18,13.928571428571429,8.62473932153252,1,Woman,3.48,3.48,0
2745,UK_English,UK_English,ROW,4,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,4,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,4,18,13.928571428571429,8.62473932153252,1,Woman,8.25,8.25,0
2745,UK_English,UK_English,ROW,5,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,5,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,5,18,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2745,UK_English,UK_English,ROW,6,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,6,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,6,18,13.928571428571429,8.62473932153252,1,Woman,5.04,5.04,0
2745,UK_English,UK_English,ROW,7,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,7,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,7,18,13.928571428571429,8.62473932153252,1,Woman,1.23,1.23,0
2745,UK_English,UK_English,ROW,8,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,8,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,8,18,13.928571428571429,8.62473932153252,1,Woman,1.41,1.41,0
2745,UK_English,UK_English,ROW,9,18,13.928571428571429,8.62473932153252,0,Child,0,0,0
2745,UK_English,UK_English,ROW,9,18,13.928571428571429,8.62473932153252,0,Man,0,0,0
2745,UK_English,UK_English,ROW,9,18,13.928571428571429,8.62473932153252,1,Woman,2.79,2.79,0
2927,NA_English,NA_English,BER,1,13,13.928571428571429,8.62473932153252,1,Child,12.239999999999998,12.239999999999998,12.36
2927,NA_English,NA_English,BER,1,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,1,13,13.928571428571429,8.62473932153252,1,Woman,6.33,11.55,0
2927,NA_English,NA_English,BER,10,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,10,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,10,13,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2927,NA_English,NA_English,BER,11,13,13.928571428571429,8.62473932153252,1,Child,0,0,10.32
2927,NA_English,NA_English,BER,11,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,11,13,13.928571428571429,8.62473932153252,2,Woman,4.92,29.01,0
2927,NA_English,NA_English,BER,12,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,12,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,12,13,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2927,NA_English,NA_English,BER,13,13,13.928571428571429,8.62473932153252,1,Child,0,0,0
2927,NA_English,NA_English,BER,13,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,13,13,13.928571428571429,8.62473932153252,1,Woman,10.59,14.58,0
2927,NA_English,NA_English,BER,14,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,14,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,14,13,13.928571428571429,8.62473932153252,2,Woman,0,9.27,2.85
2927,NA_English,NA_English,BER,15,13,13.928571428571429,8.62473932153252,1,Child,0,0,8.85
2927,NA_English,NA_English,BER,15,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,15,13,13.928571428571429,8.62473932153252,1,Woman,0.5399999999999999,16.41,0
2927,NA_English,NA_English,BER,2,13,13.928571428571429,8.62473932153252,1,Child,0,0,2.1599999999999997
2927,NA_English,NA_English,BER,2,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,2,13,13.928571428571429,8.62473932153252,2,Woman,2.61,7.74,32.25
2927,NA_English,NA_English,BER,3,13,13.928571428571429,8.62473932153252,1,Child,0,0,10.32
2927,NA_English,NA_English,BER,3,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,3,13,13.928571428571429,8.62473932153252,2,Woman,0.24,12.48,21.78
2927,NA_English,NA_English,BER,4,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,4,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,4,13,13.928571428571429,8.62473932153252,1,Woman,5.7,7.47,0
2927,NA_English,NA_English,BER,5,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,5,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,5,13,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2927,NA_English,NA_English,BER,6,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2927,NA_English,NA_English,BER,6,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,6,13,13.928571428571429,8.62473932153252,0,Woman,0,0,0
2927,NA_English,NA_English,BER,7,13,13.928571428571429,8.62473932153252,2,Child,0,0,5.46
2927,NA_English,NA_English,BER,7,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,7,13,13.928571428571429,8.62473932153252,2,Woman,0,2.4,0
2927,NA_English,NA_English,BER,8,13,13.928571428571429,8.62473932153252,1,Child,0,0,4.29
2927,NA_English,NA_English,BER,8,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,8,13,13.928571428571429,8.62473932153252,2,Woman,4.0200000000000005,4.74,30.03
2927,NA_English,NA_English,BER,9,13,13.928571428571429,8.62473932153252,1,Child,0,0,8.07
2927,NA_English,NA_English,BER,9,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2927,NA_English,NA_English,BER,9,13,13.928571428571429,8.62473932153252,2,Woman,13.05,25.08,1.5599999999999998
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-1,13,13.928571428571429,8.62473932153252,2,Child,1.392,3.816,4.896
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-1,13,13.928571428571429,8.62473932153252,3,Man,1.0799999999999998,4.008,6.12
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-1,13,13.928571428571429,8.62473932153252,2,Woman,0,0,9.36
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-2,13,13.928571428571429,8.62473932153252,1,Child,0,0,0
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-2,13,13.928571428571429,8.62473932153252,3,Man,0.8879999999999999,0.8879999999999999,21.168
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-2,13,13.928571428571429,8.62473932153252,4,Woman,6.072,6.072,35.616
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-3,13,13.928571428571429,8.62473932153252,4,Child,1.3199999999999998,5.064,0.8879999999999999
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-3,13,13.928571428571429,8.62473932153252,2,Man,0.5279999999999999,2.904,11.808
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-3,13,13.928571428571429,8.62473932153252,3,Woman,0.984,3.648,17.088
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-4,13,13.928571428571429,8.62473932153252,3,Child,0,7.176,0
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-4,13,13.928571428571429,8.62473932153252,4,Man,0,0.768,36.072
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-4,13,13.928571428571429,8.62473932153252,5,Woman,0.552,0.552,28.824
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-5,13,13.928571428571429,8.62473932153252,3,Child,0,10.56,1.44
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-5,13,13.928571428571429,8.62473932153252,3,Man,0,0,8.184000000000001
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-5,13,13.928571428571429,8.62473932153252,6,Woman,0,1.0559999999999998,43.2
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-6,13,13.928571428571429,8.62473932153252,0,Child,0,0,0
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-6,13,13.928571428571429,8.62473932153252,0,Man,0,0,0
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-6,13,13.928571428571429,8.62473932153252,3,Woman,0,0,1.584
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-7,13,13.928571428571429,8.62473932153252,1,Child,0,3.768,0
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-7,13,13.928571428571429,8.62473932153252,3,Man,7.272,7.272,5.184
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-7,13,13.928571428571429,8.62473932153252,3,Woman,0,0,7.103999999999999
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-8,13,13.928571428571429,8.62473932153252,1,Child,0,11.04,0.672
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-8,13,13.928571428571429,8.62473932153252,2,Man,0,0,11.208000000000002
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-8,13,13.928571428571429,8.62473932153252,5,Woman,0,0.8400000000000001,55.08
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-9,13,13.928571428571429,8.62473932153252,4,Child,0.408,12.144,2.472
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-9,13,13.928571428571429,8.62473932153252,4,Man,0.936,0.936,11.736
2977,Yeli_Dnye,Yeli_Dnye,CAS,random-9,13,13.928571428571429,8.62473932153252,7,Woman,14.112,15.624,25.776000000000003
3026,Tseltal,Tseltal,CAS,random-1,36,13.928571428571429,8.62473932153252,3,Child,1.1880000000000002,1.1880000000000002,1.344
3026,Tseltal,Tseltal,CAS,random-1,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-1,36,13.928571428571429,8.62473932153252,1,Woman,5.136,12.66,0
3026,Tseltal,Tseltal,CAS,random-2,36,13.928571428571429,8.62473932153252,0,Child,0,0,0
3026,Tseltal,Tseltal,CAS,random-2,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-2,36,13.928571428571429,8.62473932153252,1,Woman,2.472,2.472,0
3026,Tseltal,Tseltal,CAS,random-3,36,13.928571428571429,8.62473932153252,2,Child,0,0,1.548
3026,Tseltal,Tseltal,CAS,random-3,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-3,36,13.928571428571429,8.62473932153252,1,Woman,2.688,4.284,0
3026,Tseltal,Tseltal,CAS,random-4,36,13.928571428571429,8.62473932153252,1,Child,0,0,0
3026,Tseltal,Tseltal,CAS,random-4,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-4,36,13.928571428571429,8.62473932153252,1,Woman,0,0,0
3026,Tseltal,Tseltal,CAS,random-5,36,13.928571428571429,8.62473932153252,1,Child,0,0,0
3026,Tseltal,Tseltal,CAS,random-5,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-5,36,13.928571428571429,8.62473932153252,1,Woman,0.228,0.228,0
3026,Tseltal,Tseltal,CAS,random-6,36,13.928571428571429,8.62473932153252,0,Child,0,0,0
3026,Tseltal,Tseltal,CAS,random-6,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-6,36,13.928571428571429,8.62473932153252,1,Woman,0.336,0.336,0
3026,Tseltal,Tseltal,CAS,random-7,36,13.928571428571429,8.62473932153252,2,Child,0,0.516,7.308
3026,Tseltal,Tseltal,CAS,random-7,36,13.928571428571429,8.62473932153252,1,Man,1.176,1.176,6.096
3026,Tseltal,Tseltal,CAS,random-7,36,13.928571428571429,8.62473932153252,1,Woman,2.952,9.336,3.132
3026,Tseltal,Tseltal,CAS,random-8,36,13.928571428571429,8.62473932153252,3,Child,2.496,4.248,7.212
3026,Tseltal,Tseltal,CAS,random-8,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-8,36,13.928571428571429,8.62473932153252,1,Woman,2.988,16.163999999999998,0.34800000000000003
3026,Tseltal,Tseltal,CAS,random-9,36,13.928571428571429,8.62473932153252,3,Child,0,10.404,8.58
3026,Tseltal,Tseltal,CAS,random-9,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
3026,Tseltal,Tseltal,CAS,random-9,36,13.928571428571429,8.62473932153252,1,Woman,1.0080000000000002,12.816,0.096
3090,NA_English,NA_English,WAR,1,3,13.928571428571429,8.62473932153252,0,Child,0,0,0
3090,NA_English,NA_English,WAR,1,3,13.928571428571429,8.62473932153252,0,Man,0,0,0
