aclew_child_id,group_corp,group_corpNE,corp,segment,age_mo_round,tchiyr.m,tchiyr.sd,n_spkrs_clip.st,SpkrType,tds_mph.st,cds_mph.st,ads_mph.st
4995,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
4995,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
4995,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
4995,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
4995,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
4995,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,1,Woman,0.51,0.51,0
4995,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
4995,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
4995,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
4995,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,1,Child,0,0,14.34
4995,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
4995,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,1,Woman,8.25,8.25,0
4995,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
4995,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
4995,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-1,36,13.928571428571429,8.62473932153252,2,Child,2.448,33.264,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-1,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-1,36,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-2,36,13.928571428571429,8.62473932153252,3,Child,0,23.112,1.848
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-2,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-2,36,13.928571428571429,8.62473932153252,3,Woman,6.672000000000001,6.672000000000001,6.024
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-3,36,13.928571428571429,8.62473932153252,4,Child,1.584,27.576,1.2
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-3,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-3,36,13.928571428571429,8.62473932153252,2,Woman,0,8.472,3.456
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-4,36,13.928571428571429,8.62473932153252,6,Child,2.7840000000000003,19.56,1.608
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-4,36,13.928571428571429,8.62473932153252,6,Man,0,0,12.792
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-4,36,13.928571428571429,8.62473932153252,7,Woman,1.488,1.536,27.384
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-5,36,13.928571428571429,8.62473932153252,2,Child,1.104,2.28,3.888
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-5,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-5,36,13.928571428571429,8.62473932153252,2,Woman,5.808,14.232,3.096
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-6,36,13.928571428571429,8.62473932153252,3,Child,1.2,6.192,1.536
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-6,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-6,36,13.928571428571429,8.62473932153252,1,Woman,0,9,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-7,36,13.928571428571429,8.62473932153252,2,Child,0.36,1.272,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-7,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-7,36,13.928571428571429,8.62473932153252,1,Woman,5.952,5.952,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-8,36,13.928571428571429,8.62473932153252,3,Child,0.792,12.432,3.816
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-8,36,13.928571428571429,8.62473932153252,1,Man,0,0,0.456
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-8,36,13.928571428571429,8.62473932153252,4,Woman,0,4.4639999999999995,8.976
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-9,36,13.928571428571429,8.62473932153252,2,Child,2.76,3.192,0.5040000000000001
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-9,36,13.928571428571429,8.62473932153252,0,Man,0,0,0
5019,Yeli_Dnye,Yeli_Dnye,CAS,random-9,36,13.928571428571429,8.62473932153252,3,Woman,4.056,4.056,9.36
5613,NA_English,NA_English,WAR,1,6,13.928571428571429,8.62473932153252,1,Child,0,0,7.29
5613,NA_English,NA_English,WAR,1,6,13.928571428571429,8.62473932153252,1,Man,0,0,1.86
5613,NA_English,NA_English,WAR,1,6,13.928571428571429,8.62473932153252,2,Woman,0,3.57,8.430000000000001
5613,NA_English,NA_English,WAR,10,6,13.928571428571429,8.62473932153252,0,Child,0,0,0
5613,NA_English,NA_English,WAR,10,6,13.928571428571429,8.62473932153252,0,Man,0,0,0
5613,NA_English,NA_English,WAR,10,6,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5613,NA_English,NA_English,WAR,11,6,13.928571428571429,8.62473932153252,2,Child,0,0,9.42
5613,NA_English,NA_English,WAR,11,6,13.928571428571429,8.62473932153252,1,Man,0,0,0.26999999999999996
5613,NA_English,NA_English,WAR,11,6,13.928571428571429,8.62473932153252,3,Woman,0.39,11.61,8.34
5613,NA_English,NA_English,WAR,12,6,13.928571428571429,8.62473932153252,2,Child,0,0,2.76
5613,NA_English,NA_English,WAR,12,6,13.928571428571429,8.62473932153252,2,Man,0,1.65,30.81
5613,NA_English,NA_English,WAR,12,6,13.928571428571429,8.62473932153252,2,Woman,0,0.84,14.94
5613,NA_English,NA_English,WAR,13,6,13.928571428571429,8.62473932153252,2,Child,0,0,8.040000000000001
5613,NA_English,NA_English,WAR,13,6,13.928571428571429,8.62473932153252,1,Man,0,0,0.12
5613,NA_English,NA_English,WAR,13,6,13.928571428571429,8.62473932153252,2,Woman,1.44,4.26,22.41
5613,NA_English,NA_English,WAR,14,6,13.928571428571429,8.62473932153252,3,Child,0,8.549999999999999,18.27
5613,NA_English,NA_English,WAR,14,6,13.928571428571429,8.62473932153252,2,Man,0,2.79,0
5613,NA_English,NA_English,WAR,14,6,13.928571428571429,8.62473932153252,3,Woman,0,10.59,11.25
5613,NA_English,NA_English,WAR,15,6,13.928571428571429,8.62473932153252,3,Child,0,28.619999999999997,17.52
5613,NA_English,NA_English,WAR,15,6,13.928571428571429,8.62473932153252,2,Man,0,1.98,9.66
5613,NA_English,NA_English,WAR,15,6,13.928571428571429,8.62473932153252,3,Woman,0,10.08,15.39
5613,NA_English,NA_English,WAR,2,6,13.928571428571429,8.62473932153252,1,Child,0,0,4.0200000000000005
5613,NA_English,NA_English,WAR,2,6,13.928571428571429,8.62473932153252,2,Man,0,0,16.02
5613,NA_English,NA_English,WAR,2,6,13.928571428571429,8.62473932153252,2,Woman,1.5599999999999998,2.82,11.52
5613,NA_English,NA_English,WAR,3,6,13.928571428571429,8.62473932153252,1,Child,0,0,2.46
5613,NA_English,NA_English,WAR,3,6,13.928571428571429,8.62473932153252,0,Man,0,0,0
5613,NA_English,NA_English,WAR,3,6,13.928571428571429,8.62473932153252,2,Woman,0.8999999999999999,2.28,0
5613,NA_English,NA_English,WAR,4,6,13.928571428571429,8.62473932153252,3,Child,0,19.14,7.92
5613,NA_English,NA_English,WAR,4,6,13.928571428571429,8.62473932153252,1,Man,0,6.0600000000000005,8.25
5613,NA_English,NA_English,WAR,4,6,13.928571428571429,8.62473932153252,3,Woman,0,8.61,8.58
5613,NA_English,NA_English,WAR,5,6,13.928571428571429,8.62473932153252,0,Child,0,0,0
5613,NA_English,NA_English,WAR,5,6,13.928571428571429,8.62473932153252,0,Man,0,0,0
5613,NA_English,NA_English,WAR,5,6,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5613,NA_English,NA_English,WAR,6,6,13.928571428571429,8.62473932153252,1,Child,0,0,2.49
5613,NA_English,NA_English,WAR,6,6,13.928571428571429,8.62473932153252,2,Man,3.1799999999999997,4.050000000000001,4.35
5613,NA_English,NA_English,WAR,6,6,13.928571428571429,8.62473932153252,2,Woman,0,1.0799999999999998,14.79
5613,NA_English,NA_English,WAR,7,6,13.928571428571429,8.62473932153252,0,Child,0,0,0
5613,NA_English,NA_English,WAR,7,6,13.928571428571429,8.62473932153252,0,Man,0,0,0
5613,NA_English,NA_English,WAR,7,6,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5613,NA_English,NA_English,WAR,8,6,13.928571428571429,8.62473932153252,0,Child,0,0,0
5613,NA_English,NA_English,WAR,8,6,13.928571428571429,8.62473932153252,1,Man,6.3,6.3,0
5613,NA_English,NA_English,WAR,8,6,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5613,NA_English,NA_English,WAR,9,6,13.928571428571429,8.62473932153252,2,Child,0,0,2.25
5613,NA_English,NA_English,WAR,9,6,13.928571428571429,8.62473932153252,1,Man,0,0.42,9.72
5613,NA_English,NA_English,WAR,9,6,13.928571428571429,8.62473932153252,2,Woman,0.57,2.25,8.459999999999999
5750,NA_English,NA_English,BER,1,7,13.928571428571429,8.62473932153252,4,Child,0,0,12.09
5750,NA_English,NA_English,BER,1,7,13.928571428571429,8.62473932153252,2,Man,0,2.34,2.61
5750,NA_English,NA_English,BER,1,7,13.928571428571429,8.62473932153252,6,Woman,1.65,14.04,19.71
5750,NA_English,NA_English,BER,10,7,13.928571428571429,8.62473932153252,1,Child,0,0,1.44
5750,NA_English,NA_English,BER,10,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,10,7,13.928571428571429,8.62473932153252,1,Woman,2.19,4.74,0
5750,NA_English,NA_English,BER,11,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,11,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,11,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,12,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,12,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,12,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,13,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,13,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,13,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,14,7,13.928571428571429,8.62473932153252,1,Child,0,0,1.86
5750,NA_English,NA_English,BER,14,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,14,7,13.928571428571429,8.62473932153252,4,Woman,4.050000000000001,4.050000000000001,44.43
5750,NA_English,NA_English,BER,15,7,13.928571428571429,8.62473932153252,1,Child,0,0,0
5750,NA_English,NA_English,BER,15,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,15,7,13.928571428571429,8.62473932153252,1,Woman,1.65,2.28,0.3
5750,NA_English,NA_English,BER,2,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,2,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,2,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,3,7,13.928571428571429,8.62473932153252,2,Child,0,1.2,7.98
5750,NA_English,NA_English,BER,3,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,3,7,13.928571428571429,8.62473932153252,1,Woman,1.5599999999999998,7.71,0
5750,NA_English,NA_English,BER,4,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,4,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,4,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,5,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,5,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,5,7,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5750,NA_English,NA_English,BER,6,7,13.928571428571429,8.62473932153252,1,Child,0.6,7.95,3.66
5750,NA_English,NA_English,BER,6,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,6,7,13.928571428571429,8.62473932153252,1,Woman,2.5500000000000003,3.36,0
5750,NA_English,NA_English,BER,7,7,13.928571428571429,8.62473932153252,1,Child,0,0,0.75
5750,NA_English,NA_English,BER,7,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,7,7,13.928571428571429,8.62473932153252,3,Woman,0,0,68.34
5750,NA_English,NA_English,BER,8,7,13.928571428571429,8.62473932153252,0,Child,0,0,0
5750,NA_English,NA_English,BER,8,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,8,7,13.928571428571429,8.62473932153252,2,Woman,9.78,9.78,1.59
5750,NA_English,NA_English,BER,9,7,13.928571428571429,8.62473932153252,2,Child,0,1.98,11.07
5750,NA_English,NA_English,BER,9,7,13.928571428571429,8.62473932153252,0,Man,0,0,0
5750,NA_English,NA_English,BER,9,7,13.928571428571429,8.62473932153252,1,Woman,0,16.62,0
5959,NA_English,NA_English,WAR,1,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,1,9,13.928571428571429,8.62473932153252,1,Man,1.05,1.05,4.0200000000000005
5959,NA_English,NA_English,WAR,1,9,13.928571428571429,8.62473932153252,1,Woman,0,0,5.130000000000001
5959,NA_English,NA_English,WAR,10,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,10,9,13.928571428571429,8.62473932153252,1,Man,6.03,6.03,1.2899999999999998
5959,NA_English,NA_English,WAR,10,9,13.928571428571429,8.62473932153252,1,Woman,0,0,1.62
5959,NA_English,NA_English,WAR,11,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,11,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,11,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,12,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,12,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,12,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,13,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,13,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,13,9,13.928571428571429,8.62473932153252,1,Woman,25.92,25.92,0
5959,NA_English,NA_English,WAR,14,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,14,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,14,9,13.928571428571429,8.62473932153252,1,Woman,10.71,10.71,0
5959,NA_English,NA_English,WAR,15,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,15,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,15,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,2,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,2,9,13.928571428571429,8.62473932153252,1,Man,0,0,11.37
5959,NA_English,NA_English,WAR,2,9,13.928571428571429,8.62473932153252,1,Woman,0,0,2.88
5959,NA_English,NA_English,WAR,3,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,3,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,3,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,4,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,4,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,4,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,5,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,1,Man,0,0,12.27
5959,NA_English,NA_English,WAR,6,9,13.928571428571429,8.62473932153252,1,Woman,0,0,9.39
5959,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,1,Man,1.02,1.02,0.6
5959,NA_English,NA_English,WAR,7,9,13.928571428571429,8.62473932153252,1,Woman,3.93,3.93,0.99
5959,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,0,Child,0,0,0
5959,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,0,Man,0,0,0
5959,NA_English,NA_English,WAR,8,9,13.928571428571429,8.62473932153252,0,Woman,0,0,0
5959,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,1,Child,0,0,10.8
5959,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,1,Man,0,0,5.61
5959,NA_English,NA_English,WAR,9,9,13.928571428571429,8.62473932153252,2,Woman,0,0.3,47.580000000000005
6026,Arg_Spanish,Arg_Spanish,ROS,1,27,13.928571428571429,8.62473932153252,1,Child,0,0,0.45
6026,Arg_Spanish,Arg_Spanish,ROS,1,27,13.928571428571429,8.62473932153252,2,Man,2.28,6.54,7.74
6026,Arg_Spanish,Arg_Spanish,ROS,1,27,13.928571428571429,8.62473932153252,1,Woman,1.2,2.6399999999999997,9.75
6026,Arg_Spanish,Arg_Spanish,ROS,10,27,13.928571428571429,8.62473932153252,0,Child,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,10,27,13.928571428571429,8.62473932153252,1,Man,0.42,0.42,3.5999999999999996
6026,Arg_Spanish,Arg_Spanish,ROS,10,27,13.928571428571429,8.62473932153252,1,Woman,16.5,16.5,5.3999999999999995
6026,Arg_Spanish,Arg_Spanish,ROS,11,27,13.928571428571429,8.62473932153252,4,Child,0,1.17,1.77
6026,Arg_Spanish,Arg_Spanish,ROS,11,27,13.928571428571429,8.62473932153252,3,Man,0,0.6,0
6026,Arg_Spanish,Arg_Spanish,ROS,11,27,13.928571428571429,8.62473932153252,4,Woman,24,25.35,0.39
6026,Arg_Spanish,Arg_Spanish,ROS,12,27,13.928571428571429,8.62473932153252,3,Child,0,0,3.0599999999999996
6026,Arg_Spanish,Arg_Spanish,ROS,12,27,13.928571428571429,8.62473932153252,1,Man,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,12,27,13.928571428571429,8.62473932153252,2,Woman,5.58,16.770000000000003,0
6026,Arg_Spanish,Arg_Spanish,ROS,13,27,13.928571428571429,8.62473932153252,6,Child,0,0.57,0
6026,Arg_Spanish,Arg_Spanish,ROS,13,27,13.928571428571429,8.62473932153252,2,Man,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,13,27,13.928571428571429,8.62473932153252,4,Woman,0.24,0.24,0
6026,Arg_Spanish,Arg_Spanish,ROS,14,27,13.928571428571429,8.62473932153252,4,Child,0,2.46,4.08
6026,Arg_Spanish,Arg_Spanish,ROS,14,27,13.928571428571429,8.62473932153252,4,Man,0,8.370000000000001,4.95
6026,Arg_Spanish,Arg_Spanish,ROS,14,27,13.928571428571429,8.62473932153252,4,Woman,20.58,25.65,3.84
6026,Arg_Spanish,Arg_Spanish,ROS,15,27,13.928571428571429,8.62473932153252,4,Child,0,2.19,11.37
6026,Arg_Spanish,Arg_Spanish,ROS,15,27,13.928571428571429,8.62473932153252,2,Man,0,1.38,2.46
6026,Arg_Spanish,Arg_Spanish,ROS,15,27,13.928571428571429,8.62473932153252,3,Woman,3.66,19.05,4.17
6026,Arg_Spanish,Arg_Spanish,ROS,2,27,13.928571428571429,8.62473932153252,1,Child,0,0,0.7799999999999999
6026,Arg_Spanish,Arg_Spanish,ROS,2,27,13.928571428571429,8.62473932153252,1,Man,0,0,19.8
6026,Arg_Spanish,Arg_Spanish,ROS,2,27,13.928571428571429,8.62473932153252,1,Woman,6.27,8.22,0.6599999999999999
6026,Arg_Spanish,Arg_Spanish,ROS,3,27,13.928571428571429,8.62473932153252,1,Child,0,0,3.66
6026,Arg_Spanish,Arg_Spanish,ROS,3,27,13.928571428571429,8.62473932153252,1,Man,10.89,13.98,0.8099999999999999
6026,Arg_Spanish,Arg_Spanish,ROS,3,27,13.928571428571429,8.62473932153252,1,Woman,0.39,0.39,0.8999999999999999
6026,Arg_Spanish,Arg_Spanish,ROS,4,27,13.928571428571429,8.62473932153252,1,Child,0.69,0.69,0
6026,Arg_Spanish,Arg_Spanish,ROS,4,27,13.928571428571429,8.62473932153252,0,Man,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,4,27,13.928571428571429,8.62473932153252,1,Woman,0,0,26.49
6026,Arg_Spanish,Arg_Spanish,ROS,5,27,13.928571428571429,8.62473932153252,0,Child,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,5,27,13.928571428571429,8.62473932153252,1,Man,0,0,15.72
6026,Arg_Spanish,Arg_Spanish,ROS,5,27,13.928571428571429,8.62473932153252,1,Woman,4.4399999999999995,4.4399999999999995,9.3
6026,Arg_Spanish,Arg_Spanish,ROS,6,27,13.928571428571429,8.62473932153252,2,Child,0,0,3.15
6026,Arg_Spanish,Arg_Spanish,ROS,6,27,13.928571428571429,8.62473932153252,0,Man,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,6,27,13.928571428571429,8.62473932153252,1,Woman,11.58,18.99,0
6026,Arg_Spanish,Arg_Spanish,ROS,7,27,13.928571428571429,8.62473932153252,0,Child,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,7,27,13.928571428571429,8.62473932153252,0,Man,0,0,0
6026,Arg_Spanish,Arg_Spanish,ROS,7,27,13.928571428571429,8.62473932153252,1,Woman,24.18,24.18,2.25
6026,Arg_Spanish,Arg_Spanish,ROS,8,27,13.928571428571429,8.62473932153252,1,Child,0,0,4.35
6026,Arg_Spanish,Arg_Spanish,ROS,8,27,13.928571428571429,8.62473932153252,1,Man,0,0.09,26.49
6026,Arg_Spanish,Arg_Spanish,ROS,8,27,13.928571428571429,8.62473932153252,2,Woman,0,2.1599999999999997,7.71
6026,Arg_Spanish,Arg_Spanish,ROS,9,27,13.928571428571429,8.62473932153252,3,Child,0,0,4.319999999999999
6026,Arg_Spanish,Arg_Spanish,ROS,9,27,13.928571428571429,8.62473932153252,2,Man,0,0,0.15
6026,Arg_Spanish,Arg_Spanish,ROS,9,27,13.928571428571429,8.62473932153252,6,Woman,7.71,19.98,14.07
6035,NA_English,NA_English,BER,1,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,1,12,13.928571428571429,8.62473932153252,1,Man,2.13,2.13,4.59
6035,NA_English,NA_English,BER,1,12,13.928571428571429,8.62473932153252,2,Woman,6,6,15.27
6035,NA_English,NA_English,BER,10,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,10,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,10,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,11,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,11,12,13.928571428571429,8.62473932153252,1,Man,0,0,4.71
6035,NA_English,NA_English,BER,11,12,13.928571428571429,8.62473932153252,1,Woman,0,0,26.61
6035,NA_English,NA_English,BER,12,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,12,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,12,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,13,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,13,12,13.928571428571429,8.62473932153252,2,Man,0,0,6.8100000000000005
6035,NA_English,NA_English,BER,13,12,13.928571428571429,8.62473932153252,2,Woman,10.14,10.14,12.57
6035,NA_English,NA_English,BER,14,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,14,12,13.928571428571429,8.62473932153252,1,Man,2.28,2.28,6.119999999999999
6035,NA_English,NA_English,BER,14,12,13.928571428571429,8.62473932153252,1,Woman,6,6,8.639999999999999
6035,NA_English,NA_English,BER,15,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,15,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,15,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,2,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,2,12,13.928571428571429,8.62473932153252,1,Man,0,0,2.94
6035,NA_English,NA_English,BER,2,12,13.928571428571429,8.62473932153252,3,Woman,4.41,4.41,38.22
6035,NA_English,NA_English,BER,3,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,3,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,3,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,4,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,4,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,4,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,5,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
6035,NA_English,NA_English,BER,5,12,13.928571428571429,8.62473932153252,0,Man,0,0,0
6035,NA_English,NA_English,BER,5,12,13.928571428571429,8.62473932153252,0,Woman,0,0,0
6035,NA_English,NA_English,BER,6,12,13.928571428571429,8.62473932153252,2,Child,0,0.96,8.01
6035,NA_English,NA_English,BER,6,12,13.928571428571429,8.62473932153252,2,Man,5.279999999999999,5.279999999999999,8.489999999999998
6035,NA_English,NA_English,BER,6,12,13.928571428571429,8.62473932153252,2,Woman,1.92,8.100000000000001,5.64
6035,NA_English,NA_English,BER,7,12,13.928571428571429,8.62473932153252,0,Child,0,0,0
